entity_id,event_timestamp,tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,internet_service,payment_method,churn
1222,2024-06-23T05:00:00,48,95.28,4650.86,1,One-year,DSL,Bank transfer,0
1223,2024-05-22T22:00:00,3,86.2,216.49,4,Month-to-month,DSL,Electronic check,1
1224,2024-06-12T01:00:00,36,51.82,1873.6,3,Two-year,Fiber optic,Electronic check,0
1225,2024-02-26T04:00:00,27,111.48,3031.67,2,One-year,No,Electronic check,0
1226,2024-02-20T15:00:00,59,71.67,4310.81,3,Month-to-month,DSL,Electronic check,0
1227,2024-03-24T12:00:00,42,119.94,5087.02,0,Month-to-month,DSL,Credit card,0
1228,2024-01-08T18:00:00,53,97.45,5177.31,2,Month-to-month,DSL,Electronic check,0
1229,2024-06-28T15:00:00,15,74.07,1142.91,0,Two-year,Fiber optic,Bank transfer,0
1230,2024-01-20T09:00:00,16,115.96,1803.44,4,Two-year,Fiber optic,Mailed check,0
1231,2024-05-30T04:00:00,68,83.21,5636.89,1,Two-year,Fiber optic,Bank transfer,0
1232,2024-04-25T08:00:00,22,101.12,2213.74,0,Month-to-month,No,Mailed check,1
1233,2024-06-10T00:00:00,12,44.03,608.97,1,Two-year,Fiber optic,Electronic check,0
1234,2024-01-05T01:00:00,64,113.43,7278.33,3,Month-to-month,DSL,Mailed check,0
1235,2024-01-19T10:00:00,8,71.07,582.99,1,Month-to-month,Fiber optic,Mailed check,0
1236,2024-01-28T15:00:00,23,96.29,2262.3,1,Month-to-month,Fiber optic,Mailed check,0
1237,2024-04-24T06:00:00,19,81.36,1639.7,2,One-year,No,Electronic check,0
1238,2024-02-01T01:00:00,71,93.14,6603.42,1,Month-to-month,DSL,Bank transfer,0
1239,2024-05-29T05:00:00,3,79.78,285.14,3,Month-to-month,DSL,Credit card,0
1240,2024-05-13T09:00:00,54,96.2,5208.89,1,Two-year,Fiber optic,Credit card,0
1241,2024-02-18T03:00:00,50,82.95,4121.9,1,Two-year,Fiber optic,Mailed check,0
1242,2024-06-28T00:00:00,29,48.03,1381.07,0,One-year,Fiber optic,Electronic check,0
1243,2024-02-26T10:00:00,51,83.3,4198.17,2,Month-to-month,Fiber optic,Mailed check,0
1244,2024-04-14T21:00:00,47,84.32,3976.86,3,Month-to-month,Fiber optic,Electronic check,0
1245,2024-03-09T02:00:00,56,52.82,2865.32,0,Two-year,Fiber optic,Mailed check,0
1246,2024-06-24T04:00:00,49,53.16,2575.23,2,Two-year,Fiber optic,Credit card,0
1247,2024-03-20T16:00:00,41,76.29,3210.57,1,One-year,Fiber optic,Mailed check,0
1248,2024-05-11T13:00:00,4,102.92,401.49,0,Month-to-month,DSL,Electronic check,0
1249,2024-01-07T01:00:00,50,24.39,1308.58,2,Two-year,DSL,Bank transfer,0
1250,2024-04-14T05:00:00,8,80.43,675.61,1,Two-year,DSL,Bank transfer,1
1251,2024-04-10T05:00:00,57,83.49,4747.71,2,One-year,Fiber optic,Credit card,0
1252,2024-01-24T23:00:00,18,92.05,1645.4,2,Month-to-month,Fiber optic,Electronic check,0
1253,2024-06-21T17:00:00,61,112.13,6965.41,2,One-year,DSL,Credit card,0
1254,2024-04-12T03:00:00,26,38.67,939.57,1,One-year,Fiber optic,Mailed check,0
1255,2024-01-29T07:00:00,60,19.09,1208.1,0,Month-to-month,DSL,Mailed check,1
1256,2024-02-18T06:00:00,66,117.91,7695.24,1,Two-year,No,Bank transfer,0
1257,2024-01-25T13:00:00,70,48.27,3377.45,3,One-year,Fiber optic,Electronic check,0
1258,2024-02-13T05:00:00,31,64.08,2002.29,3,Month-to-month,Fiber optic,Credit card,0
1259,2024-05-19T10:00:00,12,107.57,1343.34,1,Month-to-month,Fiber optic,Credit card,1
1260,2024-03-22T13:00:00,57,41.85,,3,Month-to-month,No,Mailed check,0
1261,2024-01-16T12:00:00,58,115.9,6809.04,2,Two-year,DSL,Credit card,0
1262,2024-02-13T05:00:00,52,70.86,3697.31,2,Month-to-month,Fiber optic,Mailed check,0
1263,2024-02-08T23:00:00,21,26.79,482.91,2,One-year,DSL,Bank transfer,0
1264,2024-05-16T21:00:00,23,25.42,647.8,1,One-year,Fiber optic,Electronic check,0
1265,2024-06-26T23:00:00,70,47.46,3313.56,0,Month-to-month,Fiber optic,Electronic check,0
1266,2024-06-04T10:00:00,56,117.45,6574.59,2,One-year,No,Mailed check,0
1267,2024-02-15T07:00:00,71,82.21,5812.35,2,Month-to-month,No,Credit card,0
1268,2024-01-20T19:00:00,50,66.72,3303.38,2,Two-year,Fiber optic,Bank transfer,0
1269,2024-02-09T04:00:00,60,68.48,4060.55,0,Two-year,No,Credit card,0
1270,2024-01-01T12:00:00,64,119.41,7632.34,0,Two-year,No,Bank transfer,0
1271,2024-05-25T01:00:00,31,55.61,1689.13,3,Two-year,No,Bank transfer,0
1272,2024-02-16T16:00:00,36,109.78,3854.51,0,Two-year,Fiber optic,Bank transfer,0
1273,2024-05-27T08:00:00,26,32.32,872.09,0,Month-to-month,No,Mailed check,0
1274,2024-03-07T02:00:00,29,106.36,3023.48,0,Two-year,DSL,Bank transfer,0
1275,2024-05-30T07:00:00,24,72.37,1657.8,2,Month-to-month,No,Mailed check,0
1276,2024-01-07T20:00:00,68,80.01,5569.02,1,Two-year,DSL,Credit card,0
1277,2024-02-19T09:00:00,50,114.86,5734.72,1,Two-year,Fiber optic,Bank transfer,0
1278,2024-02-20T16:00:00,66,102.08,6734.08,0,Month-to-month,Fiber optic,Credit card,0
1279,2024-01-28T10:00:00,31,45.45,1501.77,0,One-year,DSL,Bank transfer,0
1280,2024-04-24T10:00:00,28,92.35,2608.2,3,Two-year,DSL,Mailed check,0
1281,2024-04-08T19:00:00,35,115.18,4090.19,2,Month-to-month,DSL,Bank transfer,0
1282,2024-04-02T04:00:00,68,66.23,4584.37,0,Two-year,DSL,Credit card,0
1283,2024-04-25T17:00:00,45,59.02,2746.11,3,One-year,No,Credit card,0
1284,2024-03-22T22:00:00,22,32.1,631.75,4,Two-year,Fiber optic,Credit card,0
1285,2024-03-19T11:00:00,65,31.15,2130.8,3,Month-to-month,DSL,Electronic check,0
1286,2024-01-02T10:00:00,30,25.42,733.95,1,Month-to-month,Fiber optic,Bank transfer,0
1287,2024-06-07T22:00:00,27,82.61,2157.38,1,One-year,No,Credit card,0
1288,2024-05-11T23:00:00,29,61.15,1810.2,3,One-year,DSL,Electronic check,0
1289,2024-01-17T04:00:00,37,39.33,1514.25,1,Two-year,DSL,Mailed check,0
1290,2024-04-16T08:00:00,1,81.95,66.27,1,Two-year,DSL,Electronic check,0
1291,2024-05-02T14:00:00,71,65.24,4661.73,2,One-year,DSL,Mailed check,0
1292,2024-06-07T02:00:00,47,75.33,3545.06,1,Month-to-month,No,Electronic check,0
1293,2024-01-31T20:00:00,59,57.01,3343.23,0,Month-to-month,No,Mailed check,0
1294,2024-02-13T03:00:00,28,38.23,1039.38,7,Month-to-month,DSL,Mailed check,0
1295,2024-05-18T06:00:00,10,83.32,838.65,1,Two-year,Fiber optic,Mailed check,0
1296,2024-01-06T18:00:00,35,60.62,2184.71,3,Month-to-month,DSL,Credit card,0
1297,2024-02-11T01:00:00,64,80.34,5136.83,3,Month-to-month,No,Mailed check,0
1298,2024-05-22T16:00:00,60,95.49,5698.24,2,Two-year,Fiber optic,Mailed check,0
1299,2024-03-08T17:00:00,13,31.74,359.44,1,Month-to-month,DSL,Electronic check,0
1300,2024-04-01T05:00:00,60,70.9,4314.86,2,Month-to-month,No,Bank transfer,0
1301,2024-04-09T20:00:00,8,99.47,873.88,1,Month-to-month,Fiber optic,Bank transfer,1
1302,2024-02-08T20:00:00,42,29.17,1183.81,0,Month-to-month,DSL,Electronic check,0
1303,2024-05-27T13:00:00,45,85.73,3885.68,2,Month-to-month,No,Mailed check,0
1304,2024-01-30T06:00:00,64,27.48,1776.99,1,Month-to-month,No,Mailed check,0
1305,2024-04-07T12:00:00,59,59.83,3530.43,0,Two-year,No,Electronic check,0
1306,2024-06-08T23:00:00,6,30.34,154.62,3,Two-year,Fiber optic,Mailed check,0
1307,2024-03-13T05:00:00,25,62.01,1517.93,3,Two-year,DSL,Mailed check,0
1308,2024-02-08T19:00:00,51,81.79,4224.17,0,One-year,DSL,Bank transfer,0
1309,2024-02-24T22:00:00,25,89.46,2148.81,2,Two-year,No,Electronic check,0
1310,2024-04-18T11:00:00,17,97.48,1754.48,3,One-year,DSL,Mailed check,0
1311,2024-05-03T01:00:00,50,49.31,2496.16,0,Month-to-month,No,Mailed check,0
1312,2024-01-22T13:00:00,21,66.89,1388.83,1,Month-to-month,No,Electronic check,0
1313,2024-03-14T01:00:00,53,41.28,2216.31,2,One-year,DSL,Electronic check,0
1314,2024-03-19T19:00:00,47,110.61,5227.68,1,Two-year,Fiber optic,Bank transfer,0
1315,2024-01-01T03:00:00,45,55.94,2489.87,1,Month-to-month,DSL,Bank transfer,0
1316,2024-01-26T14:00:00,16,99.32,1603.06,1,Month-to-month,No,Credit card,0
1317,2024-02-07T18:00:00,12,67.88,801.46,0,Month-to-month,No,Bank transfer,0
1318,2024-01-14T14:00:00,44,89.84,3959.76,1,Month-to-month,Fiber optic,Credit card,0
1319,2024-01-07T00:00:00,7,100.93,675.42,2,One-year,DSL,Electronic check,0
1320,2024-01-31T17:00:00,69,105.66,,2,Two-year,Fiber optic,Credit card,0
1321,2024-02-05T22:00:00,26,,2128.12,5,One-year,No,Electronic check,0
1322,2024-01-30T01:00:00,8,117.94,1019.38,1,One-year,Fiber optic,Electronic check,0
1323,2024-03-21T07:00:00,60,30.68,1840.66,2,Two-year,DSL,Bank transfer,0
1324,2024-03-17T20:00:00,41,98.01,4028.37,0,Two-year,No,Electronic check,0
1325,2024-04-16T12:00:00,51,97.9,4935.61,1,One-year,No,Credit card,0
1326,2024-05-04T15:00:00,14,59.91,828.11,1,Month-to-month,Fiber optic,Bank transfer,0
1327,2024-04-24T00:00:00,23,95.74,2170.27,2,One-year,No,Electronic check,0
1328,2024-05-18T05:00:00,34,34.84,1197.85,3,One-year,DSL,Credit card,0
1329,2024-06-28T19:00:00,21,85.4,1755.3,1,Two-year,DSL,Mailed check,0
1330,2024-05-10T00:00:00,58,109.88,6313.62,1,One-year,DSL,Bank transfer,0
1331,2024-02-29T18:00:00,70,112.66,7919.71,0,Month-to-month,Fiber optic,Bank transfer,0
1332,2024-01-12T13:00:00,48,62.64,2980.45,0,Month-to-month,DSL,Electronic check,0
1333,2024-05-10T15:00:00,12,102.54,1244.29,1,One-year,DSL,Electronic check,0
1334,2024-01-13T08:00:00,22,79.19,1771.44,2,Two-year,Fiber optic,Credit card,0
1335,2024-03-13T21:00:00,16,44.38,732.31,1,Month-to-month,Fiber optic,Mailed check,0
1336,2024-06-12T01:00:00,29,52.0,1422.49,1,One-year,No,Credit card,0
1337,2024-01-03T04:00:00,37,103.18,3772.81,3,Two-year,Fiber optic,Mailed check,1
1338,2024-02-02T00:00:00,19,34.3,695.81,2,Two-year,Fiber optic,Bank transfer,0
1339,2024-02-08T16:00:00,29,45.12,1245.96,1,One-year,DSL,Bank transfer,0
1340,2024-03-04T11:00:00,55,20.25,1159.1,1,Month-to-month,DSL,Electronic check,0
1341,2024-03-28T05:00:00,21,119.86,2572.4,0,Month-to-month,Fiber optic,Credit card,0
1342,2024-03-12T09:00:00,33,50.76,1618.43,1,Two-year,DSL,Mailed check,0
1343,2024-04-30T23:00:00,13,61.75,743.19,1,Two-year,Fiber optic,Credit card,0
1344,2024-01-01T12:00:00,9,96.78,788.73,0,One-year,No,Electronic check,0
1345,2024-06-09T12:00:00,13,45.69,545.6,1,Month-to-month,Fiber optic,Mailed check,0
1346,2024-06-25T02:00:00,69,80.98,5605.78,4,One-year,No,Credit card,0
1347,2024-06-24T15:00:00,41,99.97,4123.29,0,Two-year,No,Mailed check,0
1348,2024-06-23T23:00:00,49,108.69,5333.66,0,Month-to-month,DSL,Credit card,0
1349,2024-05-28T08:00:00,69,94.78,6492.69,1,Two-year,No,Mailed check,0
1350,2024-03-17T16:00:00,49,67.52,3291.43,0,Two-year,No,Bank transfer,0
1351,2024-04-21T08:00:00,7,47.92,300.87,4,One-year,Fiber optic,Electronic check,0
1352,2024-03-19T10:00:00,40,50.1,2037.99,2,Two-year,DSL,Credit card,0
1353,2024-03-27T22:00:00,65,100.14,6535.15,3,Month-to-month,No,Mailed check,0
1354,2024-01-31T05:00:00,43,79.57,3426.29,2,Two-year,Fiber optic,Mailed check,0
1355,2024-01-27T02:00:00,58,61.67,3633.39,1,One-year,No,Electronic check,0
1356,2024-01-02T17:00:00,13,27.41,,3,Two-year,No,Credit card,0
1357,2024-01-04T08:00:00,67,118.16,7858.72,1,Month-to-month,DSL,Bank transfer,0
1358,2024-03-05T07:00:00,53,98.84,5245.4,3,Month-to-month,DSL,Electronic check,0
1359,2024-03-08T16:00:00,44,41.25,1777.29,2,Two-year,Fiber optic,Mailed check,0
1360,2024-04-04T09:00:00,30,69.35,2135.46,4,Two-year,Fiber optic,Bank transfer,0
1361,2024-05-17T19:00:00,19,106.73,2039.15,0,Month-to-month,DSL,Credit card,0
1362,2024-03-16T20:00:00,63,87.58,5501.05,2,One-year,Fiber optic,Mailed check,0
1363,2024-01-18T19:00:00,63,35.31,2258.43,4,Month-to-month,No,Electronic check,0
1364,2024-05-19T16:00:00,6,44.0,352.25,1,One-year,No,Mailed check,0
1365,2024-04-11T14:00:00,30,51.76,1558.28,0,Two-year,No,Electronic check,0
1366,2024-04-19T01:00:00,9,103.94,977.81,1,One-year,Fiber optic,Bank transfer,0
1367,2024-06-01T03:00:00,69,107.66,7407.12,2,Month-to-month,DSL,Bank transfer,0
1368,2024-05-15T16:00:00,65,70.27,4514.97,1,One-year,No,Credit card,0
1369,2024-02-29T01:00:00,8,49.22,450.8,2,One-year,No,Mailed check,0
1370,2024-06-15T07:00:00,70,94.27,6593.61,1,One-year,DSL,Mailed check,0
1371,2024-02-10T18:00:00,31,42.3,1318.82,0,Two-year,No,Credit card,0
1372,2024-01-04T05:00:00,66,112.26,7381.56,2,Month-to-month,DSL,Electronic check,0
1373,2024-02-01T00:00:00,3,24.43,18.21,1,Month-to-month,No,Credit card,0
1374,2024-06-15T07:00:00,25,56.01,1392.58,2,Month-to-month,No,Bank transfer,0
1375,2024-05-30T10:00:00,66,95.02,6280.38,3,One-year,Fiber optic,Credit card,0
1376,2024-01-20T10:00:00,5,18.37,,5,One-year,Fiber optic,Credit card,0
1377,2024-01-23T22:00:00,56,62.15,3520.04,1,Two-year,Fiber optic,Bank transfer,0
1378,2024-06-06T18:00:00,29,118.65,3410.85,0,One-year,No,Bank transfer,1
1379,2024-05-25T18:00:00,6,71.32,513.64,2,One-year,No,Mailed check,0
1380,2024-06-23T21:00:00,59,98.06,5793.67,2,Two-year,No,Electronic check,0
1381,2024-01-06T22:00:00,10,55.14,505.3,0,One-year,DSL,Credit card,0
1382,2024-03-18T02:00:00,12,,426.96,3,Two-year,No,Mailed check,0
1383,2024-01-24T21:00:00,48,113.32,5520.89,1,Month-to-month,Fiber optic,Credit card,0
1384,2024-06-04T22:00:00,50,79.42,3939.16,1,Two-year,No,Mailed check,0
1385,2024-04-03T08:00:00,56,45.16,2564.4,2,Month-to-month,No,Bank transfer,0
1386,2024-02-02T00:00:00,71,53.35,3845.86,1,Month-to-month,Fiber optic,Credit card,0
1387,2024-03-28T13:00:00,47,68.69,3293.8,1,Two-year,Fiber optic,Mailed check,0
1388,2024-06-05T10:00:00,22,39.55,870.12,0,One-year,DSL,Mailed check,0
1389,2024-02-04T13:00:00,36,18.52,718.09,2,Two-year,Fiber optic,Credit card,0
1390,2024-05-27T11:00:00,70,112.27,7891.03,2,Month-to-month,Fiber optic,Electronic check,0
1391,2024-01-12T23:00:00,60,108.36,6572.81,0,Month-to-month,Fiber optic,Electronic check,0
1392,2024-05-31T10:00:00,57,,1393.83,1,Month-to-month,Fiber optic,Electronic check,0
1393,2024-03-24T22:00:00,62,44.16,2692.57,0,Two-year,No,Bank transfer,0
1394,2024-04-15T11:00:00,19,99.34,1745.87,1,Two-year,No,Mailed check,0
1395,2024-01-22T06:00:00,61,96.13,5794.43,3,One-year,DSL,Bank transfer,0
1396,2024-02-16T02:00:00,10,21.62,258.24,1,Two-year,No,Credit card,0
1397,2024-03-10T17:00:00,47,62.66,2842.96,1,Month-to-month,Fiber optic,Electronic check,0
1398,2024-06-10T09:00:00,58,37.76,2174.56,6,Month-to-month,Fiber optic,Mailed check,0
1399,2024-04-11T05:00:00,7,51.75,449.23,3,One-year,Fiber optic,Electronic check,0
1400,2024-06-28T09:00:00,2,78.59,187.31,1,One-year,DSL,Electronic check,0
1401,2024-06-24T00:00:00,14,108.73,1539.12,0,Two-year,Fiber optic,Electronic check,0
1402,2024-04-13T22:00:00,57,87.56,5003.15,0,Two-year,DSL,Mailed check,0
1403,2024-02-16T14:00:00,41,101.39,4227.5,0,Month-to-month,DSL,Electronic check,0
1404,2024-01-29T10:00:00,46,106.94,4887.22,0,Month-to-month,Fiber optic,Electronic check,0
1405,2024-01-12T15:00:00,24,110.46,2599.84,2,Two-year,Fiber optic,Electronic check,0
1406,2024-02-29T21:00:00,25,104.14,2676.81,3,Two-year,No,Bank transfer,0
1407,2024-05-28T03:00:00,2,118.22,,0,One-year,No,Electronic check,1
1408,2024-03-17T20:00:00,5,107.59,611.06,1,Two-year,Fiber optic,Electronic check,1
1409,2024-04-02T12:00:00,29,119.03,3416.01,4,One-year,No,Bank transfer,1
1410,2024-04-09T22:00:00,63,76.08,4852.13,2,One-year,No,Electronic check,0
1411,2024-03-14T09:00:00,31,119.6,3630.61,0,Month-to-month,No,Mailed check,0
1412,2024-02-10T10:00:00,48,105.91,5083.22,0,One-year,Fiber optic,Credit card,0
1413,2024-05-17T08:00:00,45,102.5,4643.5,1,One-year,DSL,Bank transfer,0
1414,2024-01-18T00:00:00,24,85.47,2066.56,2,Month-to-month,Fiber optic,Bank transfer,0
1415,2024-03-03T00:00:00,6,83.6,576.11,0,Month-to-month,DSL,Credit card,0
1416,2024-04-26T10:00:00,12,57.17,626.23,2,Month-to-month,Fiber optic,Bank transfer,0
1417,2024-04-11T01:00:00,70,64.02,4543.33,0,Two-year,No,Credit card,0
1418,2024-04-28T14:00:00,54,86.45,4590.71,3,One-year,Fiber optic,Mailed check,0
1419,2024-04-20T22:00:00,17,18.11,287.34,1,Two-year,No,Electronic check,0
1420,2024-05-24T03:00:00,22,24.89,554.98,2,Two-year,Fiber optic,Electronic check,0
1421,2024-06-25T03:00:00,65,62.53,4020.62,3,One-year,No,Credit card,0
1422,2024-02-09T16:00:00,7,94.54,651.83,4,Month-to-month,DSL,Credit card,0
1423,2024-05-02T05:00:00,23,99.98,,1,Month-to-month,No,Mailed check,0
1424,2024-03-12T08:00:00,28,80.73,2386.31,3,Two-year,DSL,Electronic check,0
1425,2024-06-21T04:00:00,28,92.58,2680.5,1,One-year,No,Mailed check,0
1426,2024-02-03T04:00:00,17,21.68,323.28,0,Month-to-month,Fiber optic,Mailed check,0
1427,2024-01-13T13:00:00,17,88.94,1550.48,0,Month-to-month,No,Electronic check,0
1428,2024-05-29T03:00:00,8,53.13,454.22,1,One-year,Fiber optic,Credit card,0
1429,2024-04-06T19:00:00,10,87.75,789.01,0,Two-year,No,Electronic check,0
1430,2024-04-09T12:00:00,68,40.25,2612.33,1,Month-to-month,No,Bank transfer,0
1431,2024-04-16T12:00:00,26,113.77,2950.67,0,One-year,No,Bank transfer,0
1432,2024-03-18T18:00:00,6,57.08,346.53,2,Two-year,Fiber optic,Bank transfer,0
1433,2024-05-25T13:00:00,33,48.65,1731.76,1,One-year,No,Mailed check,0
1434,2024-01-31T02:00:00,49,35.06,1747.16,0,Month-to-month,Fiber optic,Mailed check,0
1435,2024-05-11T20:00:00,28,98.15,2691.33,3,Two-year,DSL,Electronic check,0
1436,2024-03-20T22:00:00,64,114.81,7251.03,2,Two-year,Fiber optic,Mailed check,0
1437,2024-06-19T01:00:00,49,44.89,2213.39,1,One-year,Fiber optic,Mailed check,0
1438,2024-04-03T21:00:00,32,44.6,1470.55,0,Month-to-month,No,Mailed check,0
1439,2024-04-26T12:00:00,48,117.97,5651.87,2,Two-year,Fiber optic,Credit card,0
1440,2024-03-10T12:00:00,35,91.62,3305.92,3,Month-to-month,Fiber optic,Bank transfer,0
1441,2024-05-17T22:00:00,65,57.0,3723.58,1,Month-to-month,Fiber optic,Bank transfer,0
1442,2024-04-05T18:00:00,40,69.82,2743.07,1,One-year,No,Mailed check,0
1443,2024-04-08T03:00:00,58,36.54,2141.71,2,One-year,No,Electronic check,0
1444,2024-03-22T09:00:00,34,84.37,2839.12,1,Month-to-month,Fiber optic,Electronic check,0
1445,2024-06-24T23:00:00,58,75.79,4411.88,1,Two-year,DSL,Electronic check,0
1446,2024-04-24T02:00:00,46,111.81,5227.51,0,Month-to-month,DSL,Bank transfer,0
1447,2024-06-23T20:00:00,41,33.95,1306.02,2,Two-year,Fiber optic,Bank transfer,0
1448,2024-04-15T10:00:00,15,68.72,1131.1,1,Two-year,No,Electronic check,0
1449,2024-01-16T20:00:00,29,110.3,3172.81,2,Month-to-month,Fiber optic,Electronic check,1
1450,2024-02-08T15:00:00,46,101.16,4659.52,2,One-year,Fiber optic,Electronic check,1
1451,2024-05-26T22:00:00,17,24.7,441.63,1,One-year,DSL,Bank transfer,0
1452,2024-04-06T19:00:00,28,95.83,2734.6,2,Month-to-month,DSL,Mailed check,1
1453,2024-03-29T04:00:00,67,97.11,6542.18,1,Two-year,No,Credit card,0
1454,2024-06-06T06:00:00,46,102.38,4780.88,3,Month-to-month,No,Credit card,0
1455,2024-03-30T01:00:00,23,18.15,380.36,4,Month-to-month,Fiber optic,Credit card,0
1456,2024-02-21T12:00:00,7,,562.43,2,One-year,DSL,Mailed check,0
1457,2024-05-06T21:00:00,16,33.91,600.82,2,Two-year,No,Mailed check,0
1458,2024-02-03T04:00:00,34,72.48,2506.52,1,Month-to-month,Fiber optic,Credit card,0
1459,2024-06-04T09:00:00,28,118.18,3336.51,0,Two-year,No,Electronic check,0
1460,2024-06-07T10:00:00,20,91.17,1820.36,3,One-year,Fiber optic,Electronic check,0
1461,2024-06-24T15:00:00,50,42.71,2206.04,2,Two-year,DSL,Electronic check,0
1462,2024-06-17T02:00:00,1,67.53,14.28,3,Two-year,No,Bank transfer,1
1463,2024-03-11T15:00:00,52,85.43,4401.31,2,Two-year,Fiber optic,Credit card,0
1464,2024-06-21T10:00:00,10,99.53,993.05,3,Two-year,Fiber optic,Electronic check,1
1465,2024-02-05T00:00:00,12,76.78,818.46,2,Month-to-month,DSL,Credit card,0
1466,2024-06-18T02:00:00,21,86.0,1907.65,0,Two-year,Fiber optic,Electronic check,0
1467,2024-05-13T15:00:00,26,76.3,1984.43,2,Two-year,Fiber optic,Credit card,1
1468,2024-06-21T00:00:00,63,109.11,6820.92,1,Month-to-month,DSL,Credit card,0
1469,2024-06-03T02:00:00,68,72.55,4871.44,4,Two-year,No,Bank transfer,0
1470,2024-05-30T02:00:00,40,37.21,1498.15,4,Month-to-month,DSL,Electronic check,0
1471,2024-05-23T14:00:00,45,67.6,2928.14,3,Two-year,DSL,Electronic check,0
1472,2024-02-21T12:00:00,56,68.63,3952.74,1,One-year,Fiber optic,Electronic check,0
1473,2024-04-08T08:00:00,5,44.21,215.81,1,Month-to-month,Fiber optic,Mailed check,1
1474,2024-06-27T12:00:00,60,63.02,3790.64,0,Two-year,No,Bank transfer,0
1475,2024-04-19T09:00:00,48,78.54,3763.84,1,Month-to-month,Fiber optic,Credit card,0
1476,2024-03-13T13:00:00,41,80.64,3275.41,3,One-year,No,Credit card,0
1477,2024-03-19T19:00:00,43,94.88,4164.05,1,Two-year,Fiber optic,Electronic check,0
1478,2024-05-27T08:00:00,32,94.8,2949.03,1,One-year,Fiber optic,Credit card,0
1479,2024-02-02T19:00:00,68,95.43,6529.45,0,Month-to-month,DSL,Bank transfer,0
1480,2024-01-03T18:00:00,28,118.81,3260.38,3,One-year,DSL,Mailed check,1
1481,2024-04-30T18:00:00,23,29.74,669.27,2,Month-to-month,Fiber optic,Credit card,0
1482,2024-04-07T02:00:00,5,42.93,216.63,0,One-year,No,Credit card,0
1483,2024-04-10T11:00:00,7,101.94,765.12,1,Month-to-month,DSL,Credit card,0
1484,2024-01-21T18:00:00,25,51.74,1356.96,2,Month-to-month,No,Credit card,0
1485,2024-02-22T09:00:00,34,89.99,3029.03,2,Month-to-month,DSL,Bank transfer,1
1486,2024-02-16T08:00:00,53,34.07,1795.21,1,Month-to-month,DSL,Bank transfer,0
1487,2024-06-15T10:00:00,3,48.73,105.18,2,Two-year,Fiber optic,Electronic check,1
1488,2024-03-14T02:00:00,36,56.91,1981.08,1,Two-year,DSL,Credit card,0
1489,2024-05-23T19:00:00,5,48.81,253.48,1,One-year,DSL,Mailed check,0
1490,2024-02-29T00:00:00,44,36.48,1590.56,4,Month-to-month,No,Mailed check,0
1491,2024-04-29T14:00:00,52,76.51,4004.87,0,Month-to-month,DSL,Mailed check,0
1492,2024-03-29T10:00:00,55,97.9,5405.69,2,One-year,DSL,Credit card,0
1493,2024-02-13T07:00:00,23,46.36,,1,Month-to-month,No,Bank transfer,0
1494,2024-02-11T05:00:00,17,22.76,399.29,3,Two-year,DSL,Electronic check,0
1495,2024-05-01T20:00:00,7,107.87,840.72,2,Two-year,Fiber optic,Electronic check,0
1496,2024-05-18T07:00:00,34,60.22,2080.45,3,One-year,DSL,Credit card,0
1497,2024-05-29T22:00:00,20,98.44,1941.0,2,One-year,No,Electronic check,0
1498,2024-06-09T06:00:00,69,46.74,3230.52,1,Two-year,DSL,Mailed check,0
1499,2024-03-29T22:00:00,10,99.03,1007.32,1,One-year,No,Electronic check,0
1500,2024-02-27T19:00:00,7,86.3,616.42,3,One-year,Fiber optic,Electronic check,0
1501,2024-03-04T07:00:00,33,88.83,2950.47,3,Month-to-month,Fiber optic,Credit card,0
1502,2024-06-24T08:00:00,3,54.79,203.76,1,One-year,DSL,Credit card,0
1503,2024-01-05T09:00:00,25,110.69,2767.08,1,One-year,Fiber optic,Bank transfer,0
1504,2024-04-05T19:00:00,66,79.12,5219.18,1,One-year,DSL,Mailed check,1
1505,2024-06-17T06:00:00,45,25.28,1141.97,2,Two-year,DSL,Credit card,0
1506,2024-02-10T11:00:00,41,,2426.72,1,One-year,Fiber optic,Bank transfer,0
1507,2024-03-14T03:00:00,11,108.35,1179.64,1,Two-year,Fiber optic,Mailed check,1
1508,2024-03-03T14:00:00,53,40.27,2151.28,0,One-year,Fiber optic,Credit card,0
1509,2024-03-07T19:00:00,53,35.58,1855.6,1,One-year,Fiber optic,Electronic check,0
1510,2024-01-11T01:00:00,71,52.64,3708.26,0,Two-year,DSL,Mailed check,0
1511,2024-04-05T23:00:00,29,89.85,2656.62,0,Month-to-month,DSL,Mailed check,0
1512,2024-05-29T03:00:00,15,90.55,1435.36,3,One-year,Fiber optic,Electronic check,1
1513,2024-02-15T18:00:00,69,23.97,1638.38,0,Two-year,DSL,Electronic check,0
1514,2024-04-09T20:00:00,64,63.11,4078.81,1,One-year,No,Bank transfer,0
1515,2024-02-06T22:00:00,52,94.39,4912.22,1,One-year,No,Mailed check,0
1516,2024-02-11T19:00:00,23,25.66,565.35,0,One-year,No,Electronic check,0
1517,2024-04-14T18:00:00,15,46.7,640.93,3,One-year,No,Credit card,0
1518,2024-04-20T13:00:00,36,76.69,2766.25,2,Month-to-month,DSL,Electronic check,1
1519,2024-04-11T06:00:00,22,,2023.6,0,Month-to-month,No,Bank transfer,0
1520,2024-01-01T11:00:00,6,51.32,325.58,0,Month-to-month,No,Mailed check,0
